id,name,about,name_trans,about_trans
S_TIJMU,天津医科大学,天津医科大学（Tianjin Medical University），简称“TMU”，为天津市人民政府、国家卫生健康委员会和教育部共建高校，是国家“211工程”重点建设院校、“双一流”世界一流学科建设高校、入选“2011计划”牵头高校、国家建设高水平大学公派研究生项目高校、教育部来华留学示范基地建设高校、中国政府奖学金来华留学生接收院校、卓越医生教育培养计划试点高校、新工科研究与实践项目实施高校。,tianjin medical university,tianjin medical university tmu referred to as tmu is a university jointly built by the tianjin municipal peoples government the national health commission and the ministry of education it is a key construction university of the national 211 project and a double first class world class discipline universities universities selected as the leading universities of the 2011 plan universities under the national postgraduate program for building high level universities universities for the construction of demonstration bases for studying in china by the ministry of education universities receiving chinese government scholarships for international students in china pilot universities for the excellent doctor education and training plan and new engineering research and practice projects are implemented in universities
S_ICx,塞万提斯学院,塞万提斯学院(Instituto Cervantes)是西班牙于1991年创办的非盈利性官方机构，以西班牙文豪、名著《堂吉诃德》的作者塞万提斯的名字命名，其宗旨是与以西班牙语为官方语言的二十几个国家合作，共同推动全世界的西班牙语教学和西班牙其他官方语言的教学，传播西班牙语文化。塞万提斯学院在30多个非西语国家设有机构，分院遍及世界4大洲。,instituto cervantes,instituto cervantes instituto cervantes is a non profit official institution founded in spain in 1991 it is named after cervantes the spanish literary giant and author of the famous book don quixote cooperate with more than 20 countries that have official languages to jointly promote the teaching of spanish and other official spanish languages around the world and spread spanish culture instituto cervantes has institutions in more than 30 non hispanic speaking countries with branches on 4 continents of the world
S_chzu,滁州学院,滁州学院是安徽省省属全日制普通本科院校，是安徽省高等教育振兴计划“地方应用型高水平大学建设”高校、国家级大学生创新创业训练计划实施高校、全国深化创新创业教育改革示范高校，CDIO工程教育联盟成员单位。,chuzhou university,chuzhou university is a full time general undergraduate institution under the jurisdiction of anhui province it is a university in the construction of local application oriented high level university of the higher education revitalization plan of anhui province a university implementing the national college student innovation and entrepreneurship training program and a national demonstration university for deepening innovation and entrepreneurship education reform  a member unit of cdio engineering education alliance
S_DUT,大连理工大学,大连理工大学（Dalian University of Technology）简称”大工“，坐落于滨城大连，是中华人民共和国教育部直属的全国重点大学，教育部与国家国防科技工业局共建高校，教育部、辽宁省、大连市共建高校，世界一流大学建设高校（A类），国家“985工程”、“211工程”重点建设高校，卓越大学联盟、中俄工科大学联盟、中俄交通大学联盟、中欧工程教育平台、全国16所工科重点大学科技工作研讨会、中国人工智能教育联席会主要成员，入选国家“2011计划”、“111计划”、卓越工程师教育培养计划、国家建设高水平大学公派研究生项目、新工科研究与实践项目、中国政府奖学金来华留学生接收院校、全国深化创新创业教育改革示范高校、首批高等学校科技成果转化和技术转移基地。,dalian university of technology,dalian university of technology referred to as dagong is located in the coastal city of dalian it is a national key university directly under the ministry of education of the peoples republic of china the ministry of education and the state administration of science technology and industry for national defense jointly build the university the ministry of education liaoning province dalian city jointly builds universities world class university construction universities category a national 985 project and 211 project key construction universities excellent university alliance sino russian engineering university alliance sino russian jiaotong university alliance china europe engineering education platform  science and technology work seminar of 16 key engineering universities across the country main member of china artificial intelligence education joint conference selected into the national 2011 plan 111 plan outstanding engineer education and training plan national high level university publicly sponsored graduate program new engineering research and practice projects institutions receiving chinese government scholarships for international students in china national demonstration universities for deepening innovation and entrepreneurship education reform and the first batch of bases for the transformation of scientific and technological achievements in universities and technology transfer
S_HLJU,黑龙江大学,黑龙江大学（Heilongjiang University），诞生于1941年，其前身为中国人民抗日军政大学第三分校俄文队，是由中国共产党一手创办的我国最早培养俄语高级专门人才的红色大学，教育部、国家国防科技工业局与黑龙江省重点共建高校，国家首批中西部高校基础能力建设工程高校，入选国家首批卓越法律人才教育培养计划、国家建设高水平大学公派研究生项目、国家“特色重点学科项目”、国家级新工科研究与实践项目、国家级特色专业建设点、国家级大学生创新创业训练计划、教育部来华留学示范基地，世界翻译教育联盟、中俄新闻教育高校联盟创始成员，中俄大学联盟、上海合作组织大学主要成员、“一带一路”智库合作联盟理事单位，中国政府奖学金来华留学生接收院校，拥有首批17所国家教育体制改革试点学院之一，全国首批9所创业教育试点院校之一，全国首批深化创新创业教育改革示范高校，黑龙江省“双一流”建设A类高校，也是学科门类最全、专业覆盖最广的综合性大学。,heilongjiang university,heilongjiang university was born in 1941 its predecessor was the russian team of the third branch of the chinese peoples anti japanese military and political university it was the earliest red university in my country to train senior russian language professionals founded by the communist party of china it is the ministry of education and the national defense university the bureau of science technology and industry and heilongjiang province jointly build a key university one of the first batch of universities in the country to build basic capacity for universities in the central and western regions selected into the first batch of national education and training programs for outstanding legal talents a national postgraduate program for building high level universities and a national characteristic key discipline project  national new engineering research and practice project national characteristic specialty construction site national college student innovation and entrepreneurship training program ministry of education study abroad demonstration base in china founding member of the world translation education alliance the sino russian journalism education university alliance sino russian university a major member of the alliance and the shanghai cooperation organization university a governing unit of the one belt and one road think tank cooperation alliance a school that accepts international students studying in china under the chinese government scholarship one of the first 17 pilot colleges for national education system reform and the first 9 entrepreneurship education colleges in the country one of the pilot universities one of the first batch of demonstration universities in the country to deepen the reform of innovation and entrepreneurship education and a class a university in heilongjiang provinces double first class construction it is also a comprehensive university with the most complete subject categories and the widest coverage of majors
S_AdelaideX,阿德莱德大学,阿德莱德大学（The University of Adelaide）简称阿大，位于澳大利亚南部阿德莱德市，是澳大利亚历史上的第三所大学，澳大利亚常春藤名校联盟“八大名校”之一，被评为澳洲五星级大学。自1874年创校以来，阿德莱德大学一直位居澳大利亚顶尖大学之列。截至2018年，阿德莱德大学曾培养出5个诺贝尔奖为澳洲最多，和108个罗德奖的获得者。新加坡两任总统毕业于此校。阿德莱德大学现有16447名学生，国际生比例为28%，其中包括来自88个国家的4604名国际学生 ，分别就读于阿德莱德大学“北特里斯”、“罗斯沃斯”、“怀特”、“费巴顿”四个校区。近年来一直是世界百强大学，位于世界大学1%范围之内。,university of adelaide,the university of adelaide referred to as adelaide is located in adelaide southern australia it is the third university in australian history and one of the eight famous universities of the australian ivy league five star university since its founding in 1874 the university of adelaide has consistently ranked among australias top universities as of 2018 the university of adelaide has produced 5 nobel prize winners the most in australia and 108 rhodes prize winners two presidents of singapore graduated from this school the university of adelaide currently has 16447 students and the proportion of international students is 28 including 4604 international students from 88 countries studying at the university of adelaides north terrace rosworth there are four campuses white and feibaton in recent years it has been among the top 100 universities in the world ranking within 1 of the worlds universities
S_MIT_SLT_Lab,麻省理工学院,麻省理工学院（Massachusetts Institute of Technology），简称“麻省理工”（MIT），位于美国马萨诸塞州波士顿都市区剑桥市，主校区依查尔斯河而建，是世界著名私立研究型大学。麻省理工学院创立于1861年，早期侧重应用科学及工程学，在第二次世界大战后，麻省理工学院倚靠美国国防科技的研发需要而迅速崛起。在二战和冷战期间，麻省理工学院的研究人员对计算机、雷达以及惯性导航系统等科技发展作出了重要贡献。,mit,massachusetts institute of technology mit referred to as mit is located in cambridge boston massachusetts usa its main campus is built along the charles river it is a world renowned private research university founded in 1861 mit focused on applied science and engineering in its early days after world war ii mit rose rapidly to rely on the research and development needs of us defense technology during world war ii and the cold war mit researchers made important contributions to the development of computers radar and inertial navigation systems
S_IMUN,内蒙古民族大学,内蒙古民族大学（Inner Mongolia University For Nationalities）位于内蒙古东部通辽市，是一所综合型民族大学，为内蒙古自治区重点建设高校、内蒙古自治区人民政府和国家民族事务委员会共建高校、中西部高校基础能力建设工程（二期）支持高校，入选中国政府奖学金来华留学生接收院校、国家级大学生创新创业训练计划、新工科研究与实践项目，系欧亚-太平洋大学联盟成员。,inner mongolia university for nationalities,inner mongolia university for nationalities is located in tongliao city eastern inner mongolia it is a comprehensive university for nationalities it serves as a key university in the inner mongolia autonomous region a university jointly built by the peoples government of the inner mongolia autonomous region and the national ethnic affairs commission and basic capacity building for universities in the central and western regions the project phase ii supports universities and has been selected as a university receiving chinese government scholarships for international students in china a national college student innovation and entrepreneurship training program and a new engineering research and practice project it is a member of the eurasian pacific university alliance
S_BJWLXY,宝鸡文理学院,宝鸡文理学院（Baoji University of Arts and Sciences）简称“宝文理”，位于宝鸡。学校是陕西省“国内一流学科建设高校”、硕士学位授予单位、博士学位授予单位立项建设单位、教育部“本科教学工作水平评估”优秀学校 。,baoji university of arts and sciences,baoji university of arts and sciences referred to as baoji university of arts and sciences is located in baoji the school is a domestic first class discipline construction university in shaanxi province a masters degree awarding unit a doctoral degree awarding unit project construction unit and an excellent school in the undergraduate teaching level assessment of the ministry of education
S_swpu,西南石油大学,西南石油大学（Southwest Petroleum University），诞生于1958年新中国第一次石油大会战期间，是首批国家世界一流学科建设高校，入选“双一流”工程、“海外高层次人才引进计划”、“国家建设高水平大学公派研究生项目”、“中西部高校基础能力建设工程” ，由四川省人民政府与中石油、中石化、中海油共建，已发展成为一所油气工业学科群（油气、机电、地科、化工、油气材料、石油计算技术、工程管理 ）冲刺世界一流前列，多学科协调发展的国家重点建设大学。,southwest petroleum university,southwest petroleum university was born in 1958 during the first petroleum conference of new china it is one of the first batch of national world class discipline construction universities and has been selected into the double first class project the overseas high level talent introduction plan and the  the national high level university publicly sponsored graduate program and the midwest and central universities basic capacity building project were jointly established by the sichuan provincial peoples government petrochina sinopec and cnooc it has developed into an oil and gas industry discipline group oil and gas mechanical and electrical geotechnical science  chemical engineering oil and gas materials petroleum computing technology engineering management it is a national key construction university with coordinated multi disciplinary development and sprints to the forefront of the world
S_Amazon,亚马逊AWS,AWS - 亚马逊公司旗下云计算服务平台，为全世界各个国家和地区的客户提供一整套基础设施和云解决方案。AWS面向用户提供包括弹性计算、存储、数据库、物联网在内的一整套云计算服务，能够帮助企业降低IT投入成本和维护成本。,amazonaws,aws   amazons cloud computing service platform provides a complete set of infrastructure and cloud solutions to customers in various countries and regions around the world aws provides users with a complete set of cloud computing services including elastic computing storage databases and the internet of things which can help enterprises reduce it investment costs and maintenance costs
S_HBNU,湖北师范大学,湖北师范大学（Hubei Normal University）位于黄石市中心城区，是一所以人文学科、社会学科、理学、工学为重点，以教师教育为特色，以服务基础教育为主体的省属综合性重点师范类本科院校，拥有硕士学位授予权，是国家产教融合发展工程应用型本科建设高校、湖北省国内“双一流”建设高校、“湖北省高等学校创新能力提升计划”（湖北省2011计划）入选高校。,hubei normal university,hubei normal university is located in the central city of huangshi it is a provincial comprehensive key normal undergraduate program focusing on humanities social sciences science and engineering featuring teacher education and serving basic education the school has the right to grant masters degrees it is an applied undergraduate construction university in the national industry education integrated development project a domestic double first class construction university in hubei province and a university selected for the hubei province higher education institutions innovation capacity enhancement plan hubei province 2011 plan 
S_CHD,长安大学,长安大学（Changan University）座落于古都西安，是中华人民共和国教育部直属的全国重点大学，由教育部和交通运输部、国土资源部、住房和城乡建设部、陕西省人民政府“四部一省”共建，是国家首批“双一流”世界一流学科建设高校，是国家首批“211工程”、“985工程优势学科创新平台”、“111计划”、国家建设高水平大学公派研究生项目”和“卓越工程师教育培养计划”重点建设高校。是高水平行业特色大学优质资源共享联盟、中俄交通大学联盟成员高校，是招收留学生和首批招收港、澳、台学生的高校之一，拥有全国高校唯一的汽车综合试验场。,chang'an university,changan university is located in the ancient capital of xian it is a national key university directly under the ministry of education of the peoples republic of china it is composed of the ministry of education and the ministry of transport the ministry of land and resources the ministry of housing and urban rural development and the shaanxi provincial peoples government co construction it is one of the first batch of double first class world class discipline construction universities in the country and one of the first batch of national 211 project 985 project advantageous discipline innovation platform 111 plan and the national high level university construction postgraduate program it is a key construction university of the excellent engineer education and training program and is a member of the high level industry specific universities quality resource sharing alliance and the china russia jiaotong university alliance it is one of the first universities to recruit international students and recruit students from hong kong macao and taiwan it has it is the only comprehensive automobile testing ground among universities in the country
S_SPI,陕西工业职业技术学院,陕西工业职业技术学院（Shaanxi Polytechnic Institute）简称“陕西工院”，位于陕西咸阳，是1999年3月经教育部批准、由创办于1950年的国家级重点中专——咸阳机器制造学校改制升格的省属全日制普通高等学校，是西北地区首家由教育部批准改制升格的高职学院。2005年学院在教育部高职高专院校人才培养工作水平评估中被评为“优秀”。2010年1月，与陕西纺织服装职业技术学院合并组建成新的陕西工业职业技术学院。2011年被教育部、财政部确定为“国家示范性高等职业院校”。2015年，入选国家首批现代学徒制试点单位。,shaanxi industrial vocational and technical college,shaanxi polytechnic institute shaanxi polytechnic institute referred to as shaanxi polytechnic institute is located in xianyang shaanxi it was approved by the ministry of education in march 1999 and was restructured and upgraded from xianyang machinery manufacturing school a national key technical secondary school founded in 1950 a provincial full time general higher education institution it is the first higher vocational college in the northwest region approved by the ministry of education for restructuring and upgrading in 2005 the college was rated as excellent in the ministry of educations evaluation of the talent training level of higher vocational colleges in january 2010 it merged with shaanxi textile and clothing vocational and technical college to form the new shaanxi industrial vocational and technical college in 2011 it was designated as a national model higher vocational college by the ministry of education and the ministry of finance in 2015 it was selected into the first batch of national modern apprenticeship pilot units
S_NBCC,宁波城市职业技术学院,"宁波城市职业技术学院于2003年3月经浙江省人民政府批准设置而成。学校的前身--宁波大学职业技术教育学院，创建于1992年，是浙江省最早开展全日制高等职业技术教育的机构，曾被原浙江省教委确定为省职业技术教育师资培训基地。2001年，""""旅游管理与服务""""专业被教育部确定为高职高专教育教学改革试点专业。 学校拥有两个校区，本部校区地处宁波鄞州高教园区，溪口校区位于景色秀丽的国家重点风景名胜区、国家AAAAA级风景旅游区奉化溪口。学校下设商贸、信息、艺术、旅游、外国语、景观生态环境、财会金融、国际交流、成人教育学院等9个二级学院及基础课教学部、思政理论课教学部，聘请国内外知名教授担任部分二级学院院长。学校现有教职工478人，全日制高职专科学生8630人，本科生1126人。""",ningbo city vocational and technical college,ningbo city vocational and technical college was established in march 2003 with the approval of the zhejiang provincial peoples government the schools predecessor ningbo university vocational and technical education college was founded in 1992 it was the first institution in zhejiang province to carry out full time higher vocational and technical education it was once designated as the provincial vocational and technical education teacher training base by the former zhejiang provincial education commission in 2001 the tourism management and service major was designated by the ministry of education as a pilot major for teaching reform in higher vocational colleges the school has two campuses the main campus is located in ningbo yinzhou higher education park and the xikou campus is located in fenghua xikou a beautiful national key scenic spot and a national aaaaa level scenic tourist area the school consists of 9 secondary colleges including commerce information art tourism foreign languages landscape and ecological environment accounting and finance international exchange and adult education college as well as the basic course teaching department and the ideological and political theory course teaching department it employs well known domestic and foreign professors as dean of some secondary colleges the school currently has 478 faculty members 8630 full time vocational college students and 1126 undergraduate students 
S_nxu,宁夏大学,宁夏大学（Ningxia University），简称“宁大”（NXU），坐落于宁夏回族自治区首府银川市，是中华人民共和国教育部与宁夏回族自治区人民政府部省合作共建高校，为国家世界一流学科建设高校、211工程重点建设高校、中西部高校综合实力提升工程高校，入选卓越工程师教育培养计划、卓越农林人才教育培养计划、国家大学生创新性实验计划、国家级新工科研究与实践项目、国家大学生文化素质教育基地、教育部来华留学示范基地、中国政府奖学金来华留学生接收院校，是“一省一校”国家重点建设大学联盟（Z14）成员，教育部首批批准接收外国留学生的高校。,ningxia university,ningxia university referred to as ningxia university nxu is located in yinchuan city the capital of the ningxia hui autonomous region it is a university jointly established by the ministry of education of the peoples republic of china and the peoples government of the ningxia hui autonomous region to build world class disciplines in the country universities 211 project key construction universities central and western universities comprehensive strength enhancement engineering universities selected into the outstanding engineer education and training program outstanding agricultural and forestry talent education and training program national college student innovative experiment program national new engineering research and practice project national college student culture it is a quality education base a demonstration base for studying in china under the ministry of education and a school that accepts international students studying in china under the chinese government scholarship it is a member of the one province one school national key construction university alliance z14 and is among the first universities approved by the ministry of education to accept foreign students
S_NCU,南昌大学,南昌大学（Nanchang University），简称“南大”，是211工程建设高校?、世界一流学科建设高校、《国家建设高水平大学公派研究生项目》高校、“中西部高校综合实力提升工程”重点建设院校、教育部第一批“卓越工程师教育培养计划”试点学校，“卓越医生教育培养计划”试点高校，并且拥有首批十一所大学生科技创业实习基地的南昌大学国家大学科技园，参与成立“中西部高校联盟”。,nanchang university,nanchang university nanchang university referred to as nanda is a 211 project construction university a world class discipline construction university a national construction high level university publicly sponsored postgraduate project university and a central and western universities comprehensive strength enhancement project key construction institution  the ministry of educations first batch of excellent engineer education and training program pilot schools excellent doctor education and training program pilot universities and the nanchang university national university science and technology park which has the first 11 college student science and technology entrepreneurship internship bases participated in the establishment of china western colleges and universities alliance
S_heec,教育部高等教育教学评估中心,教育部高等教育教学评估中心是教育部直接领导的、具有独立法人资格的行政性事业单位，负责根据教育部制定的方针、政策和评估指标体系，对高等学校、办学机构的教学和专业教学工作的评估；开展高等教育教学改革及评估工作的政策、法规和理论研究；组织有关评估的培训和对外交流等方面的工作。,higher education teaching evaluation center of the ministry of education,the higher education teaching evaluation center of the ministry of education is an administrative institution with independent legal personality directly under the leadership of the ministry of education it is responsible for the teaching and professional teaching work of colleges and universities and school running institutions in accordance with the guidelines policies and evaluation index systems formulated by the ministry of education evaluation carry out policy regulatory and theoretical research on higher education teaching reform and evaluation organize training and external exchanges related to evaluation
S_GZHU,广州大学,广州大学，简称“广大”，是广东省和广州市重点建设的重点大学，教育部、财政部“国培计划”9所实施高校之一，全国首批12所“CDIO工程教育模式改革研究与实践”试点高校，也是“卓越法律人才教育培养计划”、“卓越工程师教育培养计划”、“国家级大学生创新创业训练计划”重点建设高校。学校已发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、管理学、艺术学等十大学科门类，在国内外具有一定知名度的综合性研究教学型大学。,guangzhou university,guangzhou university referred to as guangda is a key university under construction in guangdong province and guangzhou city it is one of the 9 universities implementing the national training plan of the ministry of education and the ministry of finance and the first 12 universities in the country to conduct cdio engineering education model reform research and development it is also a key construction university of the excellent legal talent education and training plan excellent engineer education and training plan and national college student innovation and entrepreneurship training plan the school has developed into a comprehensive research and teaching university with a certain reputation at home and abroad covering ten major disciplines including philosophy economics law education literature history science engineering management and art 
S_GIT,贵州理工学院,贵州理工学院（Guizhou Institute of Technology）位于贵州省贵阳市，是经教育部批准设立的一所省属本科理工院校。学校创建于2013年，2011年，贵州省提出实施“工业强省”战略，在原贵州大学蔡家关校区的校址上筹建贵州理工学院。2012年12月17日，贵州理工学院各项指标达到国家规定的本科学校设置标准，通过了全国高等学校设置评议委员会专家组的检查和评估。2013年4月18日，教育部正式下文批准建立贵州理工学院。2017年1月，成为全国首批深化创新创业教育改革示范高校。,guizhou institute of technology,guizhou institute of technology is located in guiyang city guizhou province it is a provincial undergraduate science and engineering college approved by the ministry of education the school was founded in 2013 in 2011 guizhou province proposed to implement the strategy of strengthening the province through industry and planned to build guizhou institute of technology on the site of the former caijiaguan campus of guizhou university on december 17 2012 all indicators of guizhou institute of technology met the national undergraduate school establishment standards and passed the inspection and evaluation by the expert group of the national higher education institutions evaluation committee on april 18 2013 the ministry of education officially approved the establishment of guizhou institute of technology in january 2017 it became the first batch of demonstration universities in the country to deepen the reform of innovation and entrepreneurship education
S_Sunlands,尚德机构,尚德机构是中国的职业教育机构，成立于2003年3月，致力于提高学员职场竞争力。尚德机构的培训课程和服务范围，从职业资格认证、技能培训，到与职业相关的就业服务，业务覆盖全国多个城市，服务全国学员。,suntech institution,suntech institution is a vocational education institution in china it was established in march 2003 and is committed to improving students workplace competitiveness suntechs training courses and services range from vocational qualification certification skills training to career related employment services its business covers many cities across the country and serves students across the country
S_NJU,南京大学,南京大学（Nanjing University），简称“南大”，是中华人民共和国教育部直属的综合性全国重点大学，位列世界一流大学建设高校（A类）、”211工程“、”985工程”，是九校联盟、中国大学校长联谊会、环太平洋大学联盟、21世纪学术联盟、国际应用科技开发协作网、东亚研究型大学协会、新工科教育国际联盟、中国高校行星科学联盟、长三角研究型大学联盟成员，入选“珠峰计划”、“111计划”、“2011计划”、卓越工程师教育培养计划、卓越医生教育培养计划、卓越法律人才教育培养计划、国家建设高水平大学公派研究生项目、新工科研究与实践项目、全国深化创新创业教育改革示范高校、中国政府奖学金来华留学生接收院校、教育部来华留学示范基地、国家级双创示范基地。,nanjing university,nanjing university referred to as nanjing university is a comprehensive national key university directly under the ministry of education of the peoples republic of china it is ranked among the worlds first class university construction universities category a 211 project and 985 project university alliance china association of university presidents pacific rim university alliance 21st century academic alliance international applied science and technology development collaboration network association of east asian research universities international alliance for new engineering education chinese universities planetary science alliance yangtze river delta research universities alliance member selected into the everest plan 111 plan 2011 plan outstanding engineer education and training plan outstanding doctor education and training plan outstanding legal talent education and training plan national construction high level university publicly sponsored graduate program new engineering research and practical projects national demonstration universities for deepening innovation and entrepreneurship education reform institutions receiving chinese government scholarships for international students in china ministry of education demonstration base for studying in china and national mass entrepreneurship and innovation demonstration base
S_HBUX,河北大学,河北大学（Hebei University）位于国家历史文化名城保定市，是列入教育部直属高校序列并与国家国防科技工业局和河北省人民政府“部局省合建”的重点综合性大学，中西部“一省一校”国家重点建设大学联盟成员，河北省重点支持的国家一流大学建设一层次高校；入选国家中西部高校综合实力提升工程、中西部高校基础能力建设工程、卓越工程师教育培养计划、首批卓越法律人才教育培养计划、国家级大学生创新创业训练计划、全国首批深化创新创业教育改革示范高校，是河北省首家中国政府奖学金来华留学生接收院校、国家大学生文化素质教育基地、全国高校首个延安精神教育基地、首批民政部社会工作专业人才培训基地，拥有研究生院和推荐免试研究生资格。,hebei university,hebei university is located in the national historical and cultural city of baoding it is a key comprehensive university listed in the list of universities directly under the ministry of education and jointly established with the state administration of science technology and industry for national defense and the hebei provincial peoples government a member of the national key construction university alliance of provincial first school a first level university in the construction of national first class universities supported by hebei province selected into the national central and western universities comprehensive strength enhancement project the central and western universities basic capacity building project the outstanding engineer education and training plan and the first batch excellent legal talent education and training program national college student innovation and entrepreneurship training program one of the first national demonstration universities to deepen innovation and entrepreneurship education reform the first institution in hebei province to receive international students with chinese government scholarships a national college student cultural quality education base and a national university it is the first spiritual education base in yanan and one of the first batch of social work professional training bases of the ministry of civil affairs it has graduate school and recommended postgraduate qualifications without examination
S_BUCM,北京中医药大学,北京中医药大学（Beijing University of Chinese Medicine，BUCM），简称“北中医”，是中华人民共和国教育部直属的一所以中医药学科为特色的全国重点大学，由教育部、国家卫生健康委员会、国家中医药管理局、北京市共同建设，是国家211工程、985工程优势学科创新平台重点建设院校、卓越医生（中医）教育培养计划改革试点高校、国家世界一流学科建设高校、世界一流中医药大学建设联盟创始成员，入选111计划、教育部来华留学示范基地、国家大学生创新性实验计划、中国政府奖学金来华留学生接收院校。,beijing university of chinese medicine,beijing university of chinese medicine bucm referred to as bucm is a national key university with characteristics of traditional chinese medicine directly under the ministry of education of the peoples republic of china it is composed of the ministry of education the national health commission and the national jointly constructed by the administration of traditional chinese medicine and beijing municipality it is a key construction university of the national 211 project and the 985 project advantageous discipline innovation platform a pilot university for the reform of the education and training program for outstanding doctors tcm a national world class discipline construction university and a world class traditional chinese medicine university a founding member of the construction alliance he was selected into the 111 project the ministry of education demonstration base for studying in china the national college student innovative experimental program and the chinese government scholarship receiving institution for international students in china
S_imvtc,内蒙古建筑职业技术学院,内蒙古建筑职业技术学院（Inner Mongola Techical College Of Construction）位于内蒙古呼和浩特市回民区，是内蒙古自治区唯一独立设置的建筑类高等院校。2004年10月，学院被教育部、建设部确定为国家建设行业技能型紧缺人才培养培训工程立项建设单位；2007年9月，学院被教育部、财政部确定为“国家示范性高等职业院校建设计划”立项建设单位。2014年，成为自治区首批招收应用型本科专业的高职院校。,inner mongolia vocational and technical college of architecture,inner mongola technical college of construction is located in huimin district hohhot city inner mongolia it is the only independently established construction higher education institution in the inner mongolia autonomous region in october 2004 the college was identified by the ministry of education and the ministry of construction as the construction unit of the national construction industrys skills based talent cultivation and training project in september 2007 the college was identified by the ministry of education and the ministry of finance as a national demonstration higher vocational college construction plan project construction unit in 2014 it became the first vocational college in the autonomous region to recruit applied undergraduate majors
S_CUP,中国石油大学（北京）,"中国石油大学（北京）（China University of Petroleum,Beijing）简称中石大（CUP），创建于1953年，由中华人民共和国教育部直属，位列国家首批“211工程”，首批“双一流”世界一流学科建设高校，北京高科大学联盟、世界能源大学联盟成员高校，入选985工程优势学科创新平台、“111计划”、卓越工程师教育培养计划、国家建设高水平大学公派研究生项目、新工科研究与实践项目、中国政府奖学金来华留学生接收院校，设有研究生院，是一所石油特色鲜明、以工为主、多学科协调发展的全国重点大学，被誉为“石油人才的摇篮”。",china university of petroleum (beijing),china university of petroleum beijing referred to as cup was founded in 1953 and is directly under the ministry of education of the peoples republic of china it is among the first batch of the countrys 211 project and the first batch of double first class a world class discipline building university a member of the beijing hi tech university alliance and the world energy university alliance selected into the 985 project advantage discipline innovation platform the 111 plan the outstanding engineer education and training plan the national high level university publicly sponsored graduate program new engineering research and it is a national key university with distinctive petroleum characteristics industry oriented and coordinated development of multiple disciplines it is known as the cradle of petroleum talents
S_HUBU,湖北大学,湖北大学（Hubei University）坐落于湖北省武汉市，是湖北省人民政府与教育部共建的省属重点综合性大学，入选“中西部高校基础能力建设工程”，是湖北省“2011计划”牵头高校，武器装备科研生产二级保密资格高校，中国政府奖学金来华留学生和港澳台学生接收高校，是教育部和英国大使馆批准设立的湖北省唯一的雅思（IELTS）考试考点单位。,hubei university,hubei university is located in wuhan city hubei province it is a provincial key comprehensive university jointly built by the hubei provincial peoples government and the ministry of education it was selected into the basic capacity building project of central and western universities and is the leader of hubei provinces 2011 plan it is a university with secondary confidentiality qualifications for weapons and equipment scientific research and production it is a university that accepts chinese government scholarship students from china and students from hong kong macao and taiwan it is the only ielts test center in hubei province approved by the ministry of education and the british embassy
S_ustcX,中国科学技术大学,中国科学技术大学（University of Science and Technology of China），简称“中国科大”，位于安徽省合肥市，由中国科学院直属，中央直管副部级建制，位列“双一流”、“211工程”、“985工程”，入选“珠峰计划”、“111计划”、“2011计划”、“中国科学院知识创新工程”,university of science and technology of china,the university of science and technology of china referred to as ustc is located in hefei city anhui province it is directly under the chinese academy of sciences and directly under the central government at the deputy ministerial level it ranks among the double first class and 211 project  985 project selected into the everest plan 111 plan 2011 plan knowledge innovation project of the chinese academy of sciences
S_CUC,中国传媒大学,中国传媒大学是教育部直属的国家“211工程”、“985工程”优势学科创新平台，是国家首批“双一流”世界一流学科建设高校，被誉为“信息传播领域最高学府”。,communication university of china,communication university of china is a national 211 project and 985 project advantageous discipline innovation platform directly under the ministry of education it is one of the first batch of national double first class world class discipline construction universities and is known as the highest university in the field of information communication
S_DYU,大叶大学,"大叶大学位于中国台湾省彰化县，创校于1990年3月，原名“大叶工学院”，并于1997年改名为“大叶大学”。2015年2月西班牙Webometrics世界大学排名中，位列全球22,000所大学之前 6%，全台湾159所高校中，排名更是进步到第49名，领先110所公、私立大学，另据中国校友会网发布2013年港澳台两岸三地高校（约180校）最佳大学排行榜，本校排第42名，港澳台排名在前1/4的最佳高校。",daye university,daye university is located in changhua county taiwan province china it was founded in march 1990 it was originally named daye institute of technology and was renamed daye university in 1997 in the spanish webometrics world university rankings in february 2015 it ranked in the top 6 of 22000 universities in the world among 159 universities in taiwan its ranking improved to 49th ahead of 110 public and private universities according to the china alumni association the website released the 2013 best university rankings of universities about 180 schools in hong kong macao taiwan and taiwan our school ranked 42nd and the best universities in hong kong macao and taiwan ranked in the top 14
