id,name,about,id_trans,name_trans,about_trans
T_黄茹,黄茹,1999毕业于西安交通大学电信学院计算机系，获得学生学位，2005年毕业于西安交通大学电信学院计算机系，获得硕士学位。2005年进入西安邮电大学计算机学院后，一直从事计算机软件教学工作，先后讲授过《高级语言程序设计》、《数据结构》、《Linux编程技术》、《编译原理》。2017年，获得全国高校计算机教育大会优秀论文奖，2013年，获得西安邮电大学第十一届青年教师讲课比赛三等奖，2009-2010、2008-2009学年获西安邮电学院优秀教师。2014年，参与陕西省级精品资源共享课程“操作系统”建设项目及陕西本科高校省级软件工程“专业综合改革试点”项目，2011年，参与陕西省精品课程“高级语言程序设计”。,t_huang ru,huang ru,in 1999 he graduated from the computer department of the school of telecommunications of xian jiaotong university with a student degree in 2005 he graduated from the computer department of the school of telecommunications of xian jiaotong university with a masters degree after entering the school of computer science of xian university of posts and telecommunications in 2005 he has been engaged in teaching computer software and has taught high level language programming data structure linux programming technology and compilation principles in 2017 he won the outstanding paper award at the national college computer education conference in 2013 he won the third prize in the 11th young teacher lecture competition of xian university of posts and telecommunications in the 2009 2010 and 2008 2009 academic years he won the outstanding teacher of xian university of posts and telecommunications in 2014 he participated in the shaanxi provincial quality resource sharing course operating system construction project and the shaanxi undergraduate college provincial software engineering professional comprehensive reform pilot project in 2011 he participated in the shaanxi provincial quality course advanced language programming
T_何华,何华,何华，博士生，西安交通大学 管理学院，承担任务：课程习题编写及解答.,t_he hua,he hua,he hua doctoral candidate school of management xian jiaotong university is responsible for writing and answering course exercises
T_刘泽灏,刘泽灏,主治医师,t_liu zehao,liu zehao,attending physician
T_刘兆龙,刘兆龙,"理学博士,副教授,曾赴美国和英国做访问学者,在北京理工大学物理学院从事大学物理等课程的教学和材料物理方面的研究工作。编写、翻译教材9本，近百万字。发表学术论文30余篇，主持和完成过多项教改项目，获得过省部级、北京市级和校级奖项10余项。",t_liu zhaolong,liu zhaolong,doctor of science associate professor has been a visiting scholar in the united states and the united kingdom and is engaged in teaching college physics and other courses and research in materials physics at the school of physics beijing institute of technology compiled and translated 9 textbooks with nearly one million words he has published more than 30 academic papers hosted and completed a number of education reform projects and won more than 10 provincial ministerial beijing municipal and school level awards
T_丛杭青,丛杭青,"哲学博士，浙江大学人文学院教授，博士生导师，博士后合作教授。全国工程专业学位研究生教育指导委员会《工程伦理》课程专家组成员，国家社科基金评委，浙江省人大地方立法咨询专家。曾获第五届国家级教学成果二等奖和浙江省教学成果一等奖。
长期致力于工程伦理教学与研究。主持翻译出版《工程伦理：概念与案例》和《像工程师那样思考》，现正主持国家社科基金重大项目《中国工程实践伦理形态学研究》。",t_cong hangqing,cong hangqing,"doctor of philosophy professor doctoral supervisor and postdoctoral co professor at the school of humanities zhejiang university he is a member of the engineering ethics course expert group of the national engineering degree graduate education steering committee a judge of the national social science fund and a local legislative consulting expert of the zhejiang provincial peoples congress he won the second prize of the 5th national teaching achievement award and the first prize of zhejiang province teaching achievement award
he has long been committed to engineering ethics teaching and research he presided over the translation and publication of engineering ethics concepts and cases and thinking like an engineer he is currently presiding over the major project of the national social science fund research on the morphology of chinese engineering practice ethics"
T_史文文,史文文,"史文文，男，1984年出生于江西省湖口县，2013年毕业于华中师范大学体育学院，获教育学博士学位。主要研究方向为运动心理学与体育人力资源管理，围绕研究方向已相继在在《北京体育大学学报》、《心理科学进展》、《中国体育科技》、《上海体育学院学报》等国内核心期刊发表论文数十篇，研究成果多次在全国体育科学大会、全国体育管理科学大会、全国运动心理学学术大会、中部心理学学术论坛、国际运动心理学大会等国内外学术会议上做口头报告与交流，合著学术专著1部（体育彩民购彩心理与行为特征研究）。作为项目主要成员参与国家社科基金项目2项，省部级项目3项。目前正在主持的研究项目有：湖北休闲体育发展研究中心开放基金课题（青少年学生体育博彩行为的心理机制研究）；湖北大学青年基金课题（青少年博彩成瘾的形成与发展机制）；武汉市体育委托课题（2014年对中小学生免费游泳开放活动第三方评估）等。
主讲课程：体育心理学、体育消费行为心理学、体育市场营销案例分析、体育市场调查与分析、体育科研方法（本科）、体育运动心理学（研究生）。",t_shi wenwen,shi wenwen,"shi wenwen male was born in hukou county jiangxi province in 1984 he graduated from the school of physical education of central china normal university in 2013 and received a doctorate in education the main research directions are sports psychology and sports human resources management the research directions have been published in domestic core journals such as journal of beijing sport university progress in psychological science china sports science and technology journal of shanghai university of sport and so on he has published dozens of papers and his research results have been given oral reports and exchanges at domestic and foreign academic conferences such as the national sports science conference the national sports management science conference the national sports psychology academic conference the central psychology academic forum and the international sports psychology conference  co authored 1 academic monograph research on the psychological and behavioral characteristics of sports lottery players as a main member of the project he participated in 2 national social science fund projects and 3 provincial and ministerial level projects the research projects currently being hosted include hubei leisure sports development research center open fund project research on the psychological mechanism of sports betting behavior of adolescent students hubei university youth fund project the formation and development mechanism of adolescent gambling addiction wuhan sports commission topic third party evaluation of free swimming open activities for primary and secondary school students in 2014 etc
main courses taught sports psychology sports consumer behavior psychology sports marketing case analysis sports market survey and analysis sports research methods undergraduate sports psychology postgraduate"
T_化聪超,化聪超,化聪超，湖北大学讲师。从事英语语音教学十多年，为课程主要负责人，负责课程的整体设计。,t_hua congchao,hua congchao,hua congchao lecturer at hubei university i have been engaged in english pronunciation teaching for more than ten years i am the main person in charge of the course and responsible for the overall design of the course
T_邓俊辉,邓俊辉,"清华大学博士，学生尊称其为“邓公”，清华大学教学领域最高荣誉「新百年教学成就奖」首届获得者，曾获清华大学“清韵烛光•我最喜爱的教师”称号，多次被评为 “毕业生心目中的好教师”。
教学名师，主讲数据结构、算法类课程20余年，编著的精品教材《数据结构（C++语言版）》在教学界享有盛誉。
国内首批慕课教师之一，曾荣获“清华慕课教师突出贡献奖”，其《数据结构》慕课于2015年入选“全球MOOC排行榜Top 50”。其开设的算法类慕课已有来自全世界 160 多个国家 / 地区的30W学员选修。",t_deng junhui,tang junhui,"phd from tsinghua university respectfully called deng gong by students he is the first recipient of the new centenary teaching achievement award tsinghua universitys highest honor in the field of teaching he has been awarded the title of qingyun candlelightmy favorite teacher by tsinghua university and has been awarded many times rated as a good teacher in the eyes of graduates
a famous teaching teacher he has been teaching data structure and algorithm courses for more than 20 years the excellent textbook data structure c language edition compiled by him enjoys a high reputation in the teaching community
one of the first batch of mooc teachers in china he has won the tsinghua mooc teacher outstanding contribution award his data structure mooc was selected into the top 50 global mooc rankings in 2015 its algorithm based moocs have been taken by 300000 students from more than 160 countriesregions around the world"
T_王毅,王毅,博士，清华大学经济与管理学院副教授。主要研究企业创新管理中的能力问题，已经展开的研究有粘滞知识转移对能力构建与提高的作用、企业成长过程中的核心能力演变、企业创新能力与产业创新系统的共同演变等。他现在重点关注复杂技术产业中的创新搜索与创新能力成长问题。他已在学术杂志上发表多篇论文。他已经出版的主要论著有《企业核心能力与技术创新战略》（中国金融出版社，2004年）、《技术创新管理》（清华大学出版社，2009年，2013年）。他讲授《创业管理》、《商业计划设计》、《组织、环境与竞争优势》等课程，授课对象包括本科生、硕士生和博士生。他先后在美国斯坦福大学商学院（2005年10~12月）、美国麻省理工大学斯隆管理学院（2012年9月~2013年1月国际教师项目，2013年8月~2014年6月富布莱特项目）做访问学者。,t_wang yi,wang yi,phd associate professor at the school of economics and management tsinghua university mainly researching capability issues in enterprise innovation management research has been carried out on the role of sticky knowledge transfer in building and improving capabilities the evolution of core capabilities in the process of enterprise growth the co evolution of enterprise innovation capabilities and industrial innovation systems etc he now focuses on innovation search and innovation capability growth in complex technology industries he has published several papers in academic journals his major published works include corporate core competencies and technological innovation strategy china financial press 2004 and technological innovation management tsinghua university press 2009 2013 he teaches courses such as entrepreneurship management business plan design organization environment and competitive advantage to undergraduates masters and doctoral students he has worked in the stanford graduate school of business october to december 2005 the international teacher program at the mit sloan school of management september 2012 to january 2013 and the international teacher program from august 2013 to june 2014 bright project as a visiting scholar
T_吕海侠,吕海侠,吕海侠，硕士，陕西工业职业技术学院基础部办公室主任，慕课《高等数学》主讲教师，在学堂在线开课。全国大学生数学建模竞赛活动指导教师，参编多本教材。,t_lu haixia,lu haixia,lv haixia masters degree is the director of the basic department office of shaanxi industrial vocational and technical college and the main teacher of the mooc advanced mathematics which starts online in the school he is the instructor for the national college student mathematical modeling competition and has participated in the compilation of several textbooks
T_王媛原,王媛原,王媛原（1980-），女，副教授，硕士研究生，教龄16年，主要从事《消防燃烧学》、《化学基础》等课程的教学与研究。,t_wang yuanyuan,wang yuanyuan,wang yuanyuan 1980  female associate professor masters degree student has taught for 16 years mainly engaged in the teaching and research of firefighting and combustion science basics of chemistry and other courses
T_江丰光,江丰光,"台湾高雄师范大学工业科技教育系教育科技组博士，台湾大学博士后研究。现职为上海师范大学教育学院教育技术系特聘教授,曾任职北京师范大学教育学部教育技术学院副教授。国际研究经验丰富，公费至日本东京工业大学教育工学研究室、德国伊尔梅瑙科技大学计算机科学所、录取麻省理工博士后研究、访问学者资格。荣获第六届全国教育硕士优秀教师、北京师范大学京师英才一等奖,励耘优秀青年教师, 校级优质课程优秀奖等奖项。研究领域为 STEM 教育、信息技术创新教学、学习空间与未来教室等研究。目前担任 British Journal of Educational Technology (SSCI) 编辑委员与国际工程教育期刊(International Journal of Engineering Education, SCI)客座主编、18 本国际英文期刊(包含 SSCI、SCI、EI 等)审稿委员。2013 年获邀世界奥林匹克机器人竞赛顾问委员会委员(World Robot Olympiad, Advisory Council)至今。2017年受聘哈萨克斯坦教育科学部,国家科学与技术评估中心项目外审专家。",t_jiang fengguang,jiang fengguang,phd in educational science and technology group department of industrial science and technology education kaohsiung normal university taiwan and postdoctoral research fellow at national taiwan university currently he is a distinguished professor in the department of educational technology school of education shanghai normal university he once served as an associate professor in the school of educational technology school of education beijing normal university he has rich experience in international research he has been admitted to the educational engineering research laboratory of tokyo institute of technology in japan and the institute of computer science of ilmenau university of technology in germany at public expense he has been admitted to the massachusetts institute of technology for postdoctoral research and visiting scholar qualifications won the 6th national master of education outstanding teacher beijing normal university first prize for talents liyun outstanding young teacher school level quality course excellence award and other awards research areas include stem education information technology innovative teaching learning space and future classrooms he currently serves as an editorial board member of the british journal of educational technology ssci a guest editor of the international journal of engineering education sci and a review member of 18 international english journals including ssci sci ei etc in 2013 he was invited to serve as a member of the world robot olympiad advisory council in 2017 he was appointed as an external review expert for the project of the ministry of education and science of kazakhstan and the national center for science and technology assessment
T_谢维和,谢维和,谢维和，博士、教授、博士生导师、教育研究院院长。研究方向：教育学原理、教育社会学、高等教育和青少年研究等。,t_xie weihe,xie weihe,xie weihe phd professor doctoral supervisor and dean of the institute of education research directions principles of education sociology of education higher education and youth studies etc
T_孔玮,孔玮,孔玮，2016年湖南省首届“我最喜爱的青年教师”称号； 2014年湖南省高校课堂教学大赛大学英语组一等奖第一名；2014年湖南省教育系统“芙蓉百岗明星”称号；2014年中南大学三十佳教学比赛讲课“十佳”称号；2013年中南大学外国语学院首届教学大赛第一名；2012／2013／2014年度中南大学本科教学质量优秀奖；2013／2014年湖南省大学外语专业年会学术论文一等奖。,t_kong wei,kong wei,kong wei was awarded the first my favorite young teacher title in hunan province in 2016 the first prize in the college english group of the hunan province college classroom teaching competition in 2014 the title of furong hundred post star in the education system of hunan province in 2014 2014 central south university top 30 teaching competition top ten title 2013 central south university school of foreign languages first teaching competition 201220132014 central south university undergraduate teaching quality excellence award 20132014 hunan provincial university first prize for academic papers at the annual conference of foreign language majors
T_程源,程源,慕课《极速悟透3dsMax》主讲教师，从事环境设计的教学与研究。主讲《计算机效果图技法》、《计算机辅助环境设计》等课程。2004-2005年 昆明紫苹果装饰公司，室内设计师；2005-2010年 昆明盛策同辉设计公司，技术总监，参与昆明新亚洲体育城，上东城，和谐世纪等地产项目宣传片创作；2013年主持制作昆钢地产企业形象宣传片；2017年 主持“广西靖西锦绣古镇”地产形象三维动画宣传片项目。,t_cheng yuan,cheng yuan,he is the main lecturer of the mooc quickly understand 3dsmax and is engaged in the teaching and research of environmental design lectures courses such as computer rendering techniques and computer aided environment design 2004 2005 kunming purple apple decoration company interior designer 2005 2010 kunming shengce tonghui design company technical director participated in the creation of promotional videos for kunming new asia sports city upper east city harmony century and other real estate projects 2013 presided over the production of the corporate image promotional video of kungang real estate in 2017 presided over the jingxi jinxiu ancient town guangxi real estate image three dimensional animation promotional video project
T_丁夏,丁夏,"Professor Ding received his M.A. from Peking Univeristy. He is currently a professor at the School of Humanities, Tsinghua Univeristy, and he was previously deputy director of the Department of Chinese Language and Literature, director of International Chinese Language and Culture Center and director of Inter-University Program for Chinese Language Studies at Tsinghua University. Professor Ding has been invited to be visiting professor and scholar to various universities in Hong Kong, the United States and Japan.

His research interests are classical Chinese literature and teaching Chinese as a second language. He published more than 10 works include: Poems of Wei, Jin, Southern and Northern Dynasties, Classic Chinese Poetry in All Ages, Progress of Mandarin and Tsinghua Mandarin etc. He also taught 'Studies of Ancient Chinese Fictions,' 'Ancient Chinese,' 'Advanced Chinese Reading,' and 'Reading and Writing' at Tsinghua University. Due to his excellence in teaching, he won the first Tsinghua University Teaching Award.",t_ding xia,dingxia,"professor ding received his ma from peking univeristy he is currently a professor at the school of humanities tsinghua univeristy and he was previously deputy director of the department of chinese language and literature director of international chinese language and culture center and director of inter university program for chinese language studies at tsinghua university professor ding has been invited to be visiting professor and scholar to various universities in hong kong the united states and japan

his research interests are classical chinese literature and teaching chinese as a second language he published more than 10 works include poems of wei jin southern and northern dynasties classic chinese poetry in all ages progress of mandarin and tsinghua mandarin etc he also taught studies of ancient chinese fictions ancient chinese advanced chinese reading and reading and writing at tsinghua university due to his excellence in teaching he won the first tsinghua university teaching award"
T_Ela Ben-Ur,Ela Ben-Ur,Ela担任i2i Experience的顾问、教练和导师，专注与设计研发和策略。她曾在IDEO任职高级设计师十余年。,t_ela ben-ur,she ben-ur,ela serves as a consultant coach and mentor for i2i experience focusing on design development and strategy she has worked as a senior designer at ideo for more than ten years
T_谷晓,谷晓,谷晓，辽宁对外经贸学院讲师，硕士学位。主要研究方向:艺术教育、新媒介表现。主讲课程:设计学、中外艺术设计史等。2015年获得全国第二届高校教师（本科）微课教学比赛辽宁省复赛文史类三等奖；2015年获得辽宁省第十九届教育教学信息化大奖赛高等教育组微课二等奖；2016年获得辽宁省第二十届教育教学信息化大奖赛高等教育组课件二等奖；2017年获得辽宁省第二十一届教育教学信息化大奖赛高等教育组课件三等奖；2016年获得辽宁对外经贸学院校级教师说课大赛二等奖。,t_gu xiao,gu xiao,gu xiao a lecturer at liaoning university of international business and economics holds a masters degree main research directions art education new media performance main courses taught design chinese and foreign art and design history etc in 2015 he won the third prize in the liaoning provincial semi finals literature and history category of the second national college teachers undergraduate micro course teaching competition in 2015 he won the second prize in the higher education group micro course of the 19th liaoning province education and teaching informatization grand prix in 2016 in 2017 he won the second prize in the higher education group courseware of the 20th liaoning province education and teaching informatization grand prix in 2017 he won the third prize in the higher education group courseware in the 21st liaoning province education and teaching informatization grand prix in 2016 he won the liaoning province second prize in the school level teacher lecture competition of the institute of international business and economics
T_陈安龙,陈安龙,陈安龙，电子科技大学，软件学院教师,t_陈安龙,chen anlong,chen anlong university of electronic science and technology of china teacher school of software
T_彭菊红,彭菊红,"电子类专业基础课和专业课专职教师，主要研究方向为：信号与信息处理，微波射频电路，电子线路。在国内外刊物上发表论文10余篇，代表作为：[1] 彭菊红，短波SFH/GMSK系统差份相位解调方案的性能分析，电波科学学报，2004年6期 
[2] 彭菊红，消除蓝牙与WLAN系统共存干扰技术的研究与分析，计算机工程与应用，2005年22期
[3] 彭菊红，Internet路由器的AQM策略的研究与分析，计算机工程，2005年19期  。
参与制作的多媒体课件荣获教育部第七、八届全国多媒体课件三等奖，指导多篇本科优秀毕业论文，获评优秀班主任。承担的主要课程有：电工学，数字电路，微波技术基础，电磁场与电磁波，数字信号处理。本课程负责课程讨论区答疑，课程资源建设与维护。",t_peng juhong,peng juhong,"full time teacher of basic courses and professional courses in electronics his main research directions are signal and information processing microwave radio frequency circuits and electronic circuits published more than 10 papers in domestic and foreign publications represented by 1 peng juhong performance analysis of differential phase demodulation scheme for shortwave sfhgmsk system journal of radio wave science issue 6 2004
2 peng juhong research and analysis on technology to eliminate coexistence interference of bluetooth and wlan systems computer engineering and applications issue 22 2005
3 peng juhong research and analysis of aqm strategies for internet routers computer engineering issue 19 2005
the multimedia courseware he participated in the production won the third prize of the 7th and 8th national multimedia courseware awards of the ministry of education he guided many outstanding undergraduate graduation thesis and was rated as an outstanding class teacher the main courses undertaken are electrical engineering digital circuits basics of microwave technology electromagnetic fields and electromagnetic waves and digital signal processing this course is responsible for answering questions in the course discussion area and constructing and maintaining course resources"
T_宣本金,宣本金,"宣本金，中国科学技术大学数学科学学院副教授，主要从事非线性偏微分方程和变分法的研究，主持完成多项国家和安徽省自然基金委面上项目；参与国家级精品课程《微积分》、省级精品课程《偏微分方程》和《数理方程》等课程建设；参加编写中国科大本科生教材《微积分学导论》（上、下册），主持编写研究生教材《变分法—理论与应用》，参与翻译本科生教材《偏微分方程教程》；承担中国科大本科生通修课程单变量微积分、多变量微积分和基础微积分、方向课程数理方程，以及数学专业的微分方程I和偏微分方程等课程教学。
先后获得首届安徽省高校数学微课程教学设计竞赛一等奖，第二届（2016）安徽省高校数学微课程教学设计竞赛特等奖，首届和第二届全国高校数学微课程教学设计竞赛华东赛区一等奖。
负责开展校级和省级MOOC课程《基础微积分1》的课程设计和录制，现已在安徽省网络课程学习中心平台——e会学平台和中国大学MOOC平台上线运营。",t_declaration of principal,declare principal,"xuan benjin is an associate professor at the school of mathematical sciences at the university of science and technology of china he is mainly engaged in the research of nonlinear partial differential equations and variational methods he has presided over the completion of a number of national and anhui provincial natural science foundation projects participated in the national quality course calculus  provincial quality courses partial differential equations and mathematical equations and other course construction participated in the compilation of the undergraduate textbook introduction to calculus volumes 1 and 2 of the university of science and technology of china and presided over the compilation of the postgraduate textbook calculus of variations   theory and applications participated in the translation of the undergraduate textbook partial differential equations tutorial undertook the undergraduate general courses single variable calculus multivariable calculus and basic calculus direction courses mathematical equations and differential equations i for mathematics majors at the university of science and technology of china and teaching courses such as partial differential equations
he has won the first prize in the first anhui provincial college mathematics micro course teaching design competition the second 2016 anhui provincial college mathematics micro course teaching design competition and the first prize in the east china division of the first and second national college mathematics micro course teaching design competition prizes
responsible for the course design and recording of the school level and provincial level mooc course basic calculus 1 which is now operational on the anhui provincial online course learning center platform   the e huixue platform and the china university mooc platform"
T_吴如宏,吴如宏,吴如宏，学士，工程师。1994年起加入早期BTP软件(DeST前身)开发团队，2000年起担任DeST软件平台的首席开发工程师，作为团队第三完成人，所在DeST项目于2007年和2008年分别获教育部科技进步一等奖和国家科技进步二等奖。,t_wu ruhong,wu ruhong,wu ruhong bachelor engineer he joined the early btp software the predecessor of dest development team in 1994 and served as the chief development engineer of the dest software platform since 2000 as the third completer of the team his dest project won the first prize for scientific and technological progress of the ministry of education in 2007 and 2008 respectively award and the second prize of the national science and technology progress award
T_杨峰,杨峰,杨峰，副教授，工学博士，硕士导师。承担了“微处理器系统结构与嵌入式系统设计”、“电路分析基础”、“嵌入式系统设计”等多门本科和硕士生课程，编写专著和教材《嵌入式系统原理及技术》、《数字电视原理及应用》两部。负责和参加了10余项科研项目，在国内外期刊和国际会议发表论文20余篇，申请专利10余项。主要研究方向为嵌入式系统、能源互联网、电动汽车和动力电池管理系统。,t_yang feng,yang feng,yang feng associate professor doctor of engineering master tutor he has undertaken a number of undergraduate and masters courses such as microprocessor system structure and embedded system design circuit analysis fundamentals and embedded system design and written monographs and textbooks embedded system principles and technology two parts of digital tv principles and applications he has been responsible for and participated in more than 10 scientific research projects published more than 20 papers in domestic and foreign journals and international conferences and applied for more than 10 patents the main research directions are embedded systems energy internet electric vehicles and power battery management systems
T_冯伟,冯伟,冯伟，硕士，副教授，中国冰壶协会裁判委员会副主任。1993年毕业于北京体育学院，2000年获北京体育大学硕士学位。2002年以来一直从事冰壶教学、科研及裁判工作。多次担任全国冰壶比赛裁判长，2007年第七届亚洲冬季运动会冰壶比赛副裁判长、2016年哈尔滨男子冰壶精英赛副裁判长。作为主要成员参与两项冬季奥运会冰壶项目科技攻关课题，并分别获得二、三等奖。,t_feng wei,feng wei,feng wei master associate professor deputy director of the referee committee of the chinese curling association graduated from beijing sport university in 1993 and received a masters degree from beijing sport university in 2000 he has been engaged in curling teaching scientific research and refereeing since 2002 he has served as the chief referee of national curling competitions for many times the deputy chief referee of the curling competition of the seventh asian winter games in 2007 and the deputy chief referee of the 2016 harbin mens curling classic as a main member he participated in two key scientific and technological research projects in the curling events of the winter olympics and won the second and third prizes respectively
T_李丽芬,李丽芬,李丽芬，硕士，燕京理工学院信息学院副教授，慕课《大学计算机基础与应用》主讲教师和负责人，在学堂在线和超星泛雅上线。主编了21世纪高等院校规划教材，《大学计算机基础与应用》、《大学计算机基础与应用实验指导》、《C语言程序设计教程》、《数字信号处理》等8本教材。,t_li lifen,li lifen,li lifen masters degree is an associate professor at the school of information at yanjing institute of technology she is the main teacher and person in charge of the mooc university computer fundamentals and applications which is available online on xuetang online and chaoxing fanya he is the editor in chief of 8 textbooks on planning for colleges and universities in the 21st century including basics and applications of university computers experimental guide to basics and applications of university computers c language programming tutorial and digital signal processing
T_梁玉金,梁玉金,1975年生，青海省湟中县人，现为青海大学人文素质教育中心教授，硕士生导师。主讲大学语文、中国古代小说流变、中国现当代小说导读、文化人类学等课程；开设春联的文化之旅、中国神话的文学精神、中国古代知识分子的情怀等专题讲座，主持了三项青海省哲学社会科学规划项目和两项全国哲学社会科学基金项目。获得青海大学首批教学名师、第七批青海省省级骨干教师、宝钢优秀教师、全国哲学社会科学规划项目信誉专家等荣誉称号。,t_liang yujin,liang yujin,born in 1975 in huangzhong county qinghai province he is currently a professor and masters tutor at the humanistic quality education center of qinghai university lectures on college chinese evolution of ancient chinese novels introduction to modern and contemporary chinese novels cultural anthropology etc offers special lectures on the cultural journey of spring festival couplets the literary spirit of chinese mythology and the feelings of ancient chinese intellectuals etc and presided over three qinghai provincial philosophy and social science planning project and two national philosophy and social science foundation projects he has won honorary titles such as the first batch of famous teaching teachers of qinghai university the seventh batch of provincial backbone teachers of qinghai province baosteel outstanding teacher and national credit expert of philosophy and social sciences planning project
T_伏学凤,伏学凤,文学博士，语言学及应用语言学专业对外汉语教学方向。汉语国际教育专业硕士导师。2004年毕业于北京师范大学，后留校任教至今。现为北京师范大学汉语文化学院教师。有多年一线对外汉语教学经验和对外汉语师资培训经验。发表论文若干，参与编写教材多套。主要研究方向为汉语文字词汇、对外汉语教学、教材等。,t_fu xuefeng,fu xuefeng,doctor of literature majoring in teaching chinese as a foreign language linguistics and applied linguistics master tutor of teaching chinese to speakers of other languages he graduated from beijing normal university in 2004 and has stayed at the school to teach until now he is currently a teacher at the school of chinese culture at beijing normal university he has many years of front line teaching experience in teaching chinese as a foreign language and experience in training chinese as a foreign language teachers published several papers and participated in the compilation of several textbooks the main research directions include chinese vocabulary teaching chinese as a foreign language and teaching materials
T_吴增礼,吴增礼,吴增礼，本课程主讲教师。 1978年12月生，山东日照人，副教授，博士生导师，澳大利亚新南威尔士大学访问学者。2005年－2010年就读于湖南大学岳麓书院（硕博连读）。主要研究兴趣为大学生思想政治教育、中国传统德育思想等。主持国家社科基金项目1项，省级课题项目4项。,t_wu zengli,wu zengli,wu zengli the main teacher of this course born in december 1978 in rizhao shandong province he is an associate professor doctoral supervisor and visiting scholar at the university of new south wales australia from 2005 to 2010 he studied at yuelu academy of hunan university continuous masters and doctoral studies his main research interests include ideological and political education for college students and traditional chinese moral education hosted 1 national social science fund project and 4 provincial level projects
T_王栋,王栋,"清华大学医学院研究员，博导。曾获清华博士学位，在美国加州大学圣地亚哥分校进行博士后研究工作，入选生物治疗协同创新中心研究员。目前的研究方向为肿瘤基因组学，主要是从事肿瘤发生发展中所发生的转录重编程的分子机制，并结合大规模药物发现新技术来进行肿瘤干预研究。已经在Nature、Nature Structure & Molecular Biology、PNAS等刊物上发表SCI科研论文二十余篇，获得授权专利4项。
负责“癌基因与抑癌基因”一个章节的内容。",t_wang dong,wang dong,"researcher and doctoral supervisor at tsinghua university school of medicine he received a doctorate from tsinghua university conducted postdoctoral research at the university of california san diego and was selected as a researcher at the biotherapy collaborative innovation center the current research direction is tumor genomics which is mainly engaged in the molecular mechanism of transcriptional reprogramming that occurs in the occurrence and development of tumors and is combined with new technologies for large scale drug discovery to conduct tumor intervention research he has published more than 20 sci scientific research papers in nature nature structure  molecular biology pnas and other publications and obtained 4 authorized patents
responsible for the content of the chapter oncogenes and tumor suppressor genes"
T_刘志书,刘志书,刘志书 副教授哈尔滨工业大学体育部教师，学士，毕业于哈尔滨体育学院，滑雪国家级裁判，多次参加国际及全国滑雪比赛裁判工作。,t_liu zhishu,liu zhishu,liu zhishu associate professor is a teacher in the physical education department of harbin institute of technology he holds a bachelors degree and graduated from harbin institute of physical education he is a national level ski referee and has participated in many international and national ski competition referees
T_解润,解润,天津职业大学包装与印刷工程学院讲师，于2009年、2014年分别于西安理工大学、北京印刷学院取得印刷工程学士学位、机械电子工程硕士学位，现主要从事印刷专业、数字图文技术专业的《色彩技术》《印刷工艺原理》等课程的教学工作，主要研究方向为印刷机械及印刷专业教育教学。,t_xierun,xie run,lecturer at the school of packaging and printing engineering of tianjin vocational university he obtained a bachelors degree in printing engineering and a masters degree in mechanical and electronic engineering from xian university of technology and beijing institute of graphic communication in 2009 and 2014 respectively now he is mainly engaged in printing and digital graphics technology the teaching work of courses such as color technology and principles of printing technology the main research direction is printing machinery and printing professional education and teaching
T_李振青,李振青,李振青（1981-）男，讲师，教育硕士，教龄15年，主要从事《消防燃烧学》、《化学基础》、《石油化工事故救援技术》等课程的教学与研究。,t_li zhenqing,li zhenqing,li zhenqing 1981  male lecturer master of education with 15 years of teaching experience mainly engaged in teaching and research of courses such as firefighting and combustion science basics of chemistry and petrochemical accident rescue technology
T_袁骐骥,袁骐骥,从事钻井工艺方面的教学工作，从“七五”进行油气井压力控制的研究到“十二五”负责并承担微流量地面自动控制系统研究等国家科技攻关项目，长期从事油气井压力控制、钻井工程培训模拟仿真方面的研究工作，承担过多项国家、省部级科研项目。,t_yuan qiji,yuan qiji,engaged in teaching drilling technology from the research on oil and gas well pressure control during the seventh five year plan to the twelfth five year plan he was responsible for and undertook national scientific and technological projects such as the research on micro flow surface automatic control systems he has been engaged in oil and gas well pressure control and drilling for a long time research work on engineering training simulation and has undertaken a number of national provincial and ministerial level scientific research projects
T_Brigitte Gicquel,Brigitte Gicquel,Brigitte Gicquel （BG）是一名微生物学家。她首度研究了结核分枝杆菌（Mycobacterium Tuberculosis，简称“MTB”）和宿主细胞之间的分子相互作用，是开发分子诊断探针和鉴定结核杆菌毒力相关基因的先驱，为临床实验下候选疫苗的研发奠定基础。BG协调欧盟委员会努力寻找新的抗结核疫苗，现在是欧洲NAREB纳米技术和传染病项目的协调人。她领导法国巴斯德研究院分枝杆菌遗传学研究组和上海巴斯德研究所新兴细菌病原体研究组。她同时共同领导法国巴斯德研究院和深圳市南山区慢性病防治院（Nanshan CCDC）的合作项目。,t_brigitte gicquel,brigitte gicquel,brigitte gicquel bg is a microbiologist she was the first to study the molecular interaction between mycobacterium tuberculosis mtb and host cells she is a pioneer in developing molecular diagnostic probes and identifying genes related to the virulence of mycobacterium tuberculosis and is a candidate for clinical trials lay the foundation for vaccine research and development bg coordinated the european commissions efforts to find new anti tuberculosis vaccines and is now coordinator of the european nareb nanotechnology and infectious diseases program she leads the mycobacterial genetics research group at the institut pasteur in france and the emerging bacterial pathogens research group at the pasteur institute in shanghai she also co leads a collaborative project between the institut pasteur in france and nanshan chronic disease control and prevention hospital nanshan ccdc in shenzhen
T_侯春菊,侯春菊,侯春菊，博士，副教授,t_hou chunju,hou chunju,hou chunju phd associate professor
