user,course
U_5097756,C_course-v1:TsinghuaX+34100325_X+sp
U_8485514,C_course-v1:XJTU+COMP200853+sp
U_2286243,C_course-v1:TsinghuaX+10421075X_2015_2+sp
U_7989939,C_course-v1:TsinghuaX+10430484X_2015_2+sp
U_10032755,C_course-v1:TsinghuaX+AP000005X+2019_T1
U_4786950,C_course-v1:TsinghuaX+00740123_X+sp
U_7074685,C_course-v1:TsinghuaX+30240184+sp
U_8508846,C_course-v1:TsinghuaX+80512073X+2019_T1
U_8806617,C_course-v1:TsinghuaX+30240184+sp
U_10402446,C_course-v1:TsinghuaX+00510888X+2019_T1
U_10359065,C_course-v1:TsinghuaX+00612642X+sp
U_7594101,C_course-v1:TsinghuaX+40050455X+sp
U_10783393,C_course-v1:TsinghuaX+20250064+sp
U_1201914,C_course-v1:MicrosoftX+Microsoft101+sp
U_9846519,C_course-v1:TsinghuaX+20220332X+sp
U_6066001,C_course-v1:TsinghuaX+40050455_2X+sp
U_2993044,C_course-v1:TsinghuaX+30240184+sp
U_9538387,C_course-v1:TsinghuaX+30640014X+sp
U_10404869,C_course-v1:TsinghuaX+90640012X+sp
U_7193771,C_course-v1:TsinghuaX+30240243X+sp
U_7193778,C_course-v1:MITx+6_00_1x+sp
U_10777930,C_course-v1:TsinghuaX+90640012X+sp
U_10116049,C_course-v1:TsinghuaX+20250064+sp
U_8453059,C_course-v1:JNUX+07009156X+sp
U_10699718,C_course-v1:TsinghuaX+00612642X+sp
U_8824953,C_course-v1:TsinghuaX+30700313X+sp
U_8824957,C_course-v1:TsinghuaX+20220332X+sp
U_8824959,C_course-v1:TsinghuaX+00612643X+sp
U_8824958,C_course-v1:TsinghuaX+30240184+sp
U_484201,C_course-v1:TsinghuaX+00690212X+sp
U_9658483,C_course-v1:TsinghuaX+30240184+sp
U_9910483,C_course-v1:TsinghuaX+20120143X+2019_T1
U_8261884,C_course-v1:HUBU+HU08002X+sp
U_11628214,C_course-v1:nxu+2018122713+2019_T1
U_5305505,C_course-v1:TsinghuaX+34100325_X+sp
U_11577686,C_course-v1:TsinghuaX+90640012X+2019_T1
U_7834216,C_course-v1:TsinghuaX+30240184_2X+sp
U_7834213,C_course-v1:TsinghuaX+30240243X+sp
U_10704697,C_course-v1:nxu+2018122712+2019_T1
U_9067573,C_course-v1:TsinghuaX+20220332X+sp
U_6580509,C_course-v1:PekingX+Peking001x+_
U_8949168,C_course-v1:TsinghuaX+00740123_X+sp
U_2575567,C_course-v1:CSU+20180918X+2018_T2
U_9093313,C_course-v1:TsinghuaX+400182X+sp
U_7450929,C_course-v1:SCUT+SM001+2019_T1
U_11677161,C_course-v1:HUBU+HU08002X+sp
U_9845141,C_course-v1:TsinghuaX+20250064+sp
U_10521263,C_course-v1:TsinghuaX+34100325_X+sp
U_7995793,C_course-v1:UQx+Think101x+sp
U_386295,C_course-v1:TsinghuaX+00740123_X+sp
U_7201823,C_course-v1:TsinghuaX+30240184+sp
U_7978957,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_9781333,C_course-v1:TsinghuaX+00612643X+sp
U_8524217,C_course-v1:TsinghuaX+2018032801X+2018_T1
U_10776988,C_course-v1:TsinghuaX+00690863X+2019_T1
U_10776980,C_course-v1:TsinghuaX+8070071301+2019_T1
U_610566,C_course-v1:TsinghuaX+30240184+sp
U_6980934,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_3247308,C_course-v1:TsinghuaX+30700313X+sp
U_7430808,C_course-v1:TsinghuaX+34000888X+sp
U_1113163,C_course-v1:TsinghuaX+30640014X+sp
U_8452203,C_course-v1:TsinghuaX+20220332X+sp
U_11907057,C_course-v1:UQx+Think101x+sp
U_5525348,C_course-v1:TsinghuaX+2018032801X+2018_T1
U_7582137,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp
U_2206779,C_course-v1:TsinghuaX+70660542X+2015_T2
U_7973416,C_course-v1:ZJFF+000516+sp
U_9339632,C_course-v1:JNUX+07009156X+sp
U_4698461,C_course-v1:TsinghuaX+80000822X+sp
U_3201575,C_course-v1:TsinghuaX+10430494X_2015_2+sp
U_10751815,C_course-v1:TsinghuaX+80000271X+sp
U_7108656,C_course-v1:UQx+Crime101x+sp
U_6695337,C_course-v1:SCUEC+0171229001+sp
U_9349873,C_course-v1:MITx+6_00_1x+sp
U_9193168,C_course-v1:UST+UST001+sp
U_9211895,C_course-v1:TsinghuaX+30640014X+sp
U_10202058,C_course-v1:MITx+15_390_2x+sp
U_8173641,C_course-v1:TsinghuaX+80515522X+sp
U_1095842,C_course-v1:TsinghuaX+10430484X_2015_2+sp
U_9779695,C_course-v1:LUIBE+2018080601+2019_T1
U_9972973,C_course-v1:TsinghuaX+80515522X+sp
U_9311025,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10526013,C_course-v1:TsinghuaX+70800232X+2019_T1
U_8386485,C_course-v1:TsinghuaX+30640014X+sp
U_8247723,C_course-v1:TsinghuaX+30240184+sp
U_11558007,C_course-v1:TsinghuaX+30700313X+sp
U_6299727,C_course-v1:TsinghuaX+00690092X+sp
U_10404865,C_course-v1:TsinghuaX+30240184_2X+sp
U_7140449,C_course-v1:UQx+Crime101x+sp
U_9890137,C_course-v1:HQU+20180307002+2019_T1
U_8179002,C_course-v1:TsinghuaX+70612463X+sp
U_7187988,C_course-v1:TsinghuaX+80515522X+sp
U_10632202,C_course-v1:TsinghuaX+2018031601X+2019_T1
U_1948015,C_course-v1:TsinghuaX+30240243X+sp
U_10637185,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10637186,C_course-v1:TsinghuaX+00990021X+2019_T1
U_10637187,C_course-v1:TsinghuaX+2018031601X+2019_T1
U_10637183,C_course-v1:TsinghuaX+00740043_1x+2019_T1
U_6178257,C_course-v1:TsinghuaX+30240184_2X+sp
U_7012251,C_course-v1:TsinghuaX+30240243X+sp
U_8860157,C_course-v1:LZU+20171113+SP
U_6868195,C_course-v1:TsinghuaX+10610193X+sp
U_7017153,C_course-v1:TsinghuaX+20220053X_2015_T2+sp
U_10599780,C_course-v1:KMUSTX+2018091101X+2019_T1
U_6903870,C_course-v1:MIL+MIL2016001+sp
U_7261367,C_course-v1:UC_BerkeleyX+CS_184_1x+sp
U_9427015,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10598667,C_course-v1:TsinghuaX+30590023+2019_T1
U_1829105,C_course-v1:FudanX+SOSC120007+sp
U_9491333,C_course-v1:TsinghuaX+40260092X+sp
U_6942053,C_course-v1:TsinghuaX+30240243X+sp
U_10494614,C_course-v1:HBPU+20181226006X+2018_T2
U_11579202,C_course-v1:TsinghuaX+Thesis2016X+sp
U_7429463,C_course-v1:ZJUX+2017011101X+2017_T1
U_1508593,C_course-v1:TsinghuaX+20120143X+sp
U_8496726,C_course-v1:HUBU+HU08002X+sp
U_6226432,C_course-v1:TsinghuaX+30640014X+sp
U_6672403,C_course-v1:TsinghuaX+30640014X+sp
U_10508688,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_7420588,C_course-v1:NJU+C1026+2016_T2
U_10974993,C_course-v1:UIR+2018040201X+2019_T1
U_504844,C_course-v1:TsinghuaX+30240243X+sp
U_7695099,C_course-v1:TsinghuaX+30240184_2X+sp
U_8599173,C_course-v1:TsinghuaX+00740123X+2019_T1
U_10567677,C_course-v1:TsinghuaX+30240233X+2019_T1
U_6273757,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_6245620,C_course-v1:TsinghuaX+70612463X+sp
U_10519923,C_course-v1:TsinghuaX+30240184+sp
U_10519924,C_course-v1:TsinghuaX+30240184+sp
U_9980843,C_course-v1:TsinghuaX+AP000008X+2019_T1
U_6819851,C_course-v1:SCUT+145055+sp
U_570662,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_9588598,C_course-v1:WUT+1022817X+2019_T1
U_279082,C_course-v1:TsinghuaX+30670043X+sp
U_8563140,C_course-v1:FudanX+SOSC120007+sp
U_9456917,C_course-v1:TsinghuaX+00740123X+2019_T1
U_11718307,C_course-v1:TsinghuaX+44100343X+2019_T1
U_7367544,C_course-v1:TsinghuaX+00040132X+sp
U_8080252,C_course-v1:TsinghuaX+30700313X+sp
U_7541248,C_course-v1:TsinghuaX+80000271X+sp
U_7541245,C_course-v1:TsinghuaX+20250064X+sp
U_9611470,C_course-v1:WellesleyX+HIST229x+sp
U_3160702,C_course-v1:TsinghuaX+20220053X_2015_T2+sp
U_11394204,C_course-v1:BNU+2018091301X+2019_T1
U_10495043,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10495049,C_course-v1:TsinghuaX+30640014X+sp
U_6374554,C_course-v1:TsinghuaX+20430064X+sp
U_3007197,C_course-v1:TsinghuaX+20250064+sp
U_10927544,C_course-v1:TsinghuaX+10610193X+sp
U_9764189,C_course-v1:TsinghuaX+70000662+2019_T1
U_6922295,C_course-v1:UQx+Think101x+sp
U_8495334,C_course-v1:TsinghuaX+00701032X+sp
U_6227624,C_course-v1:TsinghuaX+30700313X+sp
U_8495331,C_course-v1:MIL+MIL2016001+sp
U_4294124,C_course-v1:NJU+C1026+2016_T2
U_1074880,C_course-v1:TsinghuaX+00690242+sp
U_3135579,C_course-v1:TsinghuaX+30240184+sp
U_1074885,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp
U_9558512,C_course-v1:TsinghuaX+00720091X+2019_T1
U_10254328,C_course-v1:UESTC+2017071301X+sp
U_10679561,C_course-v1:TsinghuaX+30240184+sp
U_1002240,C_course-v1:MIL+MIL2016001+sp
U_8189075,C_course-v1:TsinghuaX+00701032X+sp
U_8189076,C_course-v1:TsinghuaX+34000888X+sp
U_6954247,C_course-v1:JNUX+07009156X+sp
U_8035214,C_course-v1:TsinghuaX+10610224X+2019_T1
U_10810119,C_course-v1:PekingX+2018122101X+2019_T1
U_11141906,C_course-v1:TsinghuaX+00670122+2019_T1
U_2050136,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10313530,C_course-v1:UQx+Crime101x+sp
U_10313532,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_9755328,C_course-v1:TsinghuaX+00740113_1X+sp
U_9232038,C_course-v1:TsinghuaX+20250064+sp
U_2435481,C_course-v1:TsinghuaX+10430494X_2015_2+sp
U_11269787,C_course-v1:TsinghuaX+30240184+sp
U_10639740,C_course-v1:TsinghuaX+2018031601X+2019_T1
U_10789267,C_course-v1:TsinghuaX+10610183_2X+2019_T1
U_9068409,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10552728,C_course-v1:TsinghuaX+30240184+sp
U_2133970,C_course-v1:SEU+00690803+Sp
U_7144185,C_course-v1:TsinghuaX+60240202X+sp
U_7144186,C_course-v1:TsinghuaX+80000901X_1+2019_T1
U_5182562,C_course-v1:TsinghuaX+30240184+sp
U_7827443,C_course-v1:MITx+6_00_1x+sp
U_7176930,C_course-v1:UQx+Think101x+sp
U_9221179,C_course-v1:TsinghuaX+10421094X_2015_2+sp
U_5329073,C_course-v1:TsinghuaX+20220332X+sp
U_5329072,C_course-v1:Tsinghuax+30130123X+sp
U_7792819,C_course-v1:TsinghuaX+30240184+sp
U_10098099,C_course-v1:LUIBE+2018030701+sp
U_46867,C_course-v1:TsinghuaX+00690342X+sp
U_6597230,C_course-v1:TsinghuaX+00510663X+2019_T1
U_8702315,C_course-v1:CSU+2018020201X+sp
U_7426121,C_course-v1:TsinghuaX+30700313X+sp
U_7666897,C_course-v1:TsinghuaX+30640014X+sp
U_8858781,C_course-v1:TsinghuaX+30640014X+sp
U_603806,C_course-v1:GZHU+136300904+sp
U_4257654,C_course-v1:TsinghuaX+20250103X+sp
U_6636043,C_course-v1:TsinghuaX+30040323X+sp
U_10428040,C_course-v1:qhnu+20181212x+2018_T2
U_9936087,C_course-v1:TsinghuaX+30640014X+sp
U_9336997,C_course-v1:TsinghuaX+00740043_1x+2019_T1
U_8034047,C_course-v1:TsinghuaX+00612643X+sp
U_1136085,C_course-v1:TsinghuaX+00691153X+sp
U_10696571,C_course-v1:TsinghuaX+00740043_1x+2019_T1
U_10696573,C_course-v1:TsinghuaX+20240103X+2019_T1
U_10696577,C_course-v1:TsinghuaX+00740123_X+sp
U_6405153,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp
U_7153843,C_course-v1:TsinghuaX+20220332X+sp
U_9021318,C_course-v1:NCTU+lhtl+2019_T1
U_10501649,C_course-v1:SCUT+2018122802X+2018_T2
U_10772141,C_course-v1:TsinghuaX+10610224X+2019_T1
U_10772144,C_course-v1:TsinghuaX+00612643X+2019_T1
U_10772145,C_course-v1:XIYOU+20180208+2019_T1
U_10892313,C_course-v1:TsinghuaX+20150001+2019_T1
U_8270995,C_course-v1:TsinghuaX+00740123_X+sp
U_10744708,C_course-v1:TsinghuaX+20150001+2019_T1
U_10744706,C_course-v1:TsinghuaX+20150001+2019_T1
U_7059414,C_course-v1:TsinghuaX+70120073X+sp
U_7059412,C_course-v1:BIT+PHY17016+sp
U_520358,C_course-v1:TsinghuaX+30640014X+sp
U_9268376,C_course-v1:TsinghuaX+80000822X+sp
U_8589603,C_course-v1:TsinghuaX+80000901X_2+sp
U_10551331,C_course-v1:TsinghuaX+30640014X+2019_T1
U_7589020,C_course-v1:TsinghuaX+30640014X+sp
U_9299184,C_course-v1:TsinghuaX+2070071X+2017_T1
U_9886851,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10843508,C_course-v1:TsinghuaX+30240184+sp
U_7124622,C_course-v1:MITx+15_390_2x+sp
U_6494431,C_course-v1:TsinghuaX+30240243X+sp
U_9845881,C_course-v1:TsinghuaX+20120143X+2019_T1
U_9436933,C_course-v1:TsinghuaX+20220053X_2015_T2+sp
U_9436932,C_course-v1:TsinghuaX+00040132X+sp
U_2668185,C_course-v1:TsinghuaX+70240403+2019_T1
U_6996052,C_course-v1:NJU+2018032001X+sp
U_9461967,C_course-v1:CSU+25071011201+2019_T1
U_9461964,C_course-v1:TsinghuaX+20140064X+2018_sp
U_10756727,C_course-v1:TsinghuaX+10421094X+2019_T1
U_7450500,C_course-v1:TsinghuaX+10610193X+sp
U_6037780,C_course-v1:TsinghuaX+20330334X_2015_2+sp
U_57473,C_course-v1:TsinghuaX+20330334X_2015_2+sp
U_8226904,C_course-v1:TsinghuaX+30240184_2X+sp
U_8139804,C_course-v1:NBCC+NBCC000201+_sp
U_8424304,C_course-v1:TsinghuaX+30240243X+sp
U_8424307,C_course-v1:MITx+6_00_1x+sp
U_5191657,C_course-v1:TsinghuaX+00740123_X+sp
U_9351559,C_course-v1:TsinghuaX+10610224X+sp
U_9800058,C_course-v1:TsinghuaX+30640014X+sp
U_8494436,C_course-v1:TsinghuaX+30240184+sp
U_3050438,C_course-v1:TsinghuaX+20220332X+sp
U_9351551,C_course-v1:TsinghuaX+20220332X+sp
U_10140937,C_course-v1:TsinghuaX+30240184+sp
U_10948941,C_course-v1:LUIBE+201808063+2019_T1
U_8017694,C_course-v1:MITx+6_00_1x+sp
U_8017692,C_course-v1:TsinghuaX+20430064_2X+sp
U_9005550,C_course-v1:TsinghuaX+00612642X+sp
U_1068173,C_course-v1:MITx+6_00_1x+sp
U_3223580,C_course-v1:ACCA+MA1_X+sp
U_9275523,C_course-v1:TsinghuaX+30640014X+sp
U_1880263,C_course-v1:TsinghuaX+00690863X+sp
U_9048106,C_course-v1:NJU+2018032002X+SP
U_4360637,C_course-v1:TsinghuaX+00040132X+sp
U_11968071,C_course-v1:MITx+6_00_1x+sp
U_721805,C_course-v1:TsinghuaX+00740043_1x+2019_T1
U_10531761,C_course-v1:TsinghuaX+30640014X+sp
U_9774670,C_course-v1:TsinghuaX+THU201605X+sp
U_10504410,C_course-v1:JNU+2018012501X+sp
U_10884399,C_course-v1:FUDANx+ECON13000701+2019_T1
U_7591755,C_course-v1:TsinghuaX+20140064X+2018_sp
U_8784108,C_course-v1:TsinghuaX+30640014X+sp
U_8784101,C_course-v1:TJU+2010241X+sp
U_7521217,C_course-v1:TsinghuaX+70120073X+sp
U_9742363,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_1094022,C_course-v1:MITx+6_00_1x+sp
U_9289455,C_course-v1:HEBUT+20170921001+sp
U_2736512,C_course-v1:TsinghuaX+00740123_X+sp
U_4700652,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_8399668,C_course-v1:TsinghuaX+00690342X+sp
U_6052646,C_course-v1:TsinghuaX+00612642X+sp
U_1063072,C_course-v1:MITx+6_00_1x+sp
U_9895947,C_course-v1:TsinghuaX+00670122X+2019_T1
U_534749,C_course-v1:WUT+WUT2016001+sp
U_8425772,C_course-v1:TsinghuaX+30806872X+sp
U_9550456,C_course-v1:WUT+WUT2016001+sp
U_10521262,C_course-v1:TsinghuaX+20220332X+sp
U_9738377,C_course-v1:TsinghuaX+90640012X+sp
U_10879234,C_course-v1:HUBU+20170227X+sp
U_6525328,C_course-v1:TsinghuaX+30240184_2X+sp
U_2720744,C_course-v1:UQx+Think101x+sp
U_10292733,C_course-v1:NJU+C1026+2016_T2
U_8377752,C_course-v1:TsinghuaX+30640014X+sp
U_9655064,C_course-v1:TsinghuaX+00612643X+2019_T1
U_2949510,C_course-v1:TsinghuaX+30240184+sp
U_10223213,C_course-v1:TsinghuaX+20430054X_1+sp
U_8431504,C_course-v1:TsinghuaX+30640014X+sp
U_6706617,C_course-v1:TsinghuaX+30240243X+sp
U_8708637,C_course-v1:TsinghuaX+30670043X+sp
U_8695744,C_course-v1:TsinghuaX+70150023X+sp
U_7704565,C_course-v1:TsinghuaX+30640014X+sp
U_1725921,C_course-v1:TsinghuaX+THU201605X+sp
U_1725928,C_course-v1:MIL+MIL2016001+sp
U_7748493,C_course-v1:TsinghuaX+2018031601X+2019_T1
U_925107,C_course-v1:TsinghuaX+00690342X+sp
U_260075,C_course-v1:TsinghuaX+20220053X_2015_T2+sp
U_7371227,C_course-v1:MicrosoftX+Microsoft101+sp
U_2518135,C_course-v1:TsinghuaX+30640014X+sp
U_9615477,C_course-v1:TsinghuaX+2018032801X+2018_T1
U_6348389,C_course-v1:TsinghuaX+20220053X_2015_T2+sp
U_6348388,C_course-v1:TsinghuaX+00740113_2X+sp
U_11213030,C_course-v1:HUBU+HU08002X+sp
U_9288685,C_course-v1:FUDANx+ECON1300812+sp
U_9771466,C_course-v1:DUT+3412113011+2019_T1
U_7063959,C_course-v1:MITx+6_00_1x+sp
U_689806,C_course-v1:TsinghuaX+20120143X+sp
U_6023862,C_course-v1:TsinghuaX+80512073X+2019_T1
U_118279,C_course-v1:TsinghuaX+30240184+sp
U_11964616,C_course-v1:BNU+2018091303X+2019_T1
U_9881562,C_course-v1:MITx+6_002x+sp
U_6524754,C_course-v1:MITx+6_00_1x+sp
U_8423680,C_course-v1:TsinghuaX+2018032801X+2018_T1
U_10669600,C_course-v1:FUDANx+ECON130080+2019_T1
U_10563626,C_course-v1:TsinghuaX+00740113_1X+sp
U_1090841,C_course-v1:XJTU+2018121301X+2018_T2
U_8657157,C_course-v1:TsinghuaX+30240184+sp
U_7581976,C_course-v1:TsinghuaX+30640014X+sp
U_8430573,C_course-v1:TsinghuaX+30640014X+sp
U_8430574,C_course-v1:TsinghuaX+00740123_X+sp
U_7518756,C_course-v1:TsinghuaX+20220332X+2019_T1
U_1074349,C_course-v1:TsinghuaX+00740123_X+sp
U_9814595,C_course-v1:TsinghuaX+80000901X_1+sp
U_9814594,C_course-v1:TsinghuaX+20250064+sp
U_1982875,C_course-v1:TsinghuaX+30240243X+sp
U_1982873,C_course-v1:TsinghuaX+20430064X+sp
U_8479826,C_course-v1:UQx+Think101x+sp
U_9609036,C_course-v1:TsinghuaX+30240184+sp
U_9609030,C_course-v1:CSU+210201T10+sp
U_10233020,C_course-v1:TsinghuaX+80000271X+sp
U_9370683,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_8528788,C_course-v1:NCTU+lhtl+2019_T1
U_10741865,C_course-v1:TsinghuaX+30640014X+sp
U_7137320,C_course-v1:TsinghuaX+34100325_X+sp
U_10741860,C_course-v1:BNU+2017071001X+2019_T1
U_10741863,C_course-v1:TsinghuaX+30150153X+sp
U_7953227,C_course-v1:TsinghuaX+00040132X+sp
U_7953222,C_course-v1:ZUELX+B0800280+sp
U_7953229,C_course-v1:TsinghuaX+10610183_2X+sp
U_8838058,C_course-v1:TsinghuaX+10610224X+sp
U_9718013,C_course-v1:TsinghuaX+30640014X+sp
U_8245530,C_course-v1:TsinghuaX+30640014X+sp
U_7687339,C_course-v1:TsinghuaX+70150023X+sp
U_6522400,C_course-v1:TsinghuaX+20250064+sp
U_168450,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_7068501,C_course-v1:TsinghuaX+90640012X+sp
U_7068502,C_course-v1:TsinghuaX+44100343X+2019_T1
U_8884431,C_course-v1:TsinghuaX+10430484X_2015_2+sp
U_1133818,C_course-v1:TsinghuaX+20350033X+sp
U_2552325,C_course-v1:UST+UST001+sp
U_255634,C_course-v1:TsinghuaX+30240184+sp
U_6019041,C_course-v1:Tsinghua+20150001+sp
U_10016916,C_course-v1:TsinghuaX+30700313X+sp
U_9344392,C_course-v1:CQU+2017121401X+2019_T1
U_9290292,C_course-v1:TsinghuaX+00690342X+sp
U_10887185,C_course-v1:TsinghuaX+30640014X+sp
U_10609787,C_course-v1:TsinghuaX+AP000005X+2019_T1
U_10609788,C_course-v1:SCUT+145033+sp
U_7115022,C_course-v1:TsinghuaX+30640014X+sp
U_7115024,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_8074214,C_course-v1:TsinghuaX+10610224X+sp
U_8722834,C_course-v1:MicrosoftX+Microsoft101+sp
U_7009844,C_course-v1:FudanX+SOSC120007+sp
U_17115,C_course-v1:TsinghuaX+40050444X+sp
U_1230574,C_course-v1:TsinghuaX+20180412+2019_T1
U_8925637,C_course-v1:TsinghuaX+60610231+2016_T2_SP
U_419521,C_course-v1:TsinghuaX+00670122X+sp
U_4351217,C_course-v1:TsinghuaX+30240184_2X+sp
U_594822,C_course-v1:TsinghuaX+80515522X+sp
U_10990235,C_course-v1:TsinghuaX+00510133X+2019_T1
U_5248047,C_course-v1:TsinghuaX+20250103X+sp
U_7277366,C_course-v1:MITx+6_00_1x+sp
U_8996038,C_course-v1:TsinghuaX+00670122X+sp
U_8996031,C_course-v1:LZU+20171113+SP
U_8996035,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10433997,C_course-v1:TsinghuaX+30240184_2X+sp
U_9608229,C_course-v1:TsinghuaX+60240013X+sp
U_6050558,C_course-v1:TsinghuaX+70150023X+sp
U_9142776,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp
U_10487800,C_course-v1:TsinghuaX+30640014X+2019_T1
U_10487803,C_course-v1:TsinghuaX+10430484X_2015_2+sp
U_10676971,C_course-v1:TsinghuaX+40050444X+sp
U_4260323,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_8427644,C_course-v1:TsinghuaX+34100325_X+sp
U_10532870,C_course-v1:MITx+6_00_1x+sp
U_9169082,C_course-v1:TsinghuaX+00612643X+sp
U_8386097,C_course-v1:TsinghuaX+30640014X+sp
U_10525034,C_course-v1:TsinghuaX+00740043_1x+2019_T1
U_8501636,C_course-v1:TsinghuaX+30240184_2X+sp
U_10920005,C_course-v1:TsinghuaX+30700313X+2019_T1
U_7363568,C_course-v1:TsinghuaX+10430484X_2015_2+sp
U_3035221,C_course-v1:TsinghuaX+30670043X+sp
U_10264165,C_course-v1:TsinghuaX+20140064_2X+2018_sp
U_2642586,C_course-v1:TsinghuaX+20330334X_2015_2+sp
U_7576260,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp
U_9089649,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_9089648,C_course-v1:TsinghuaX+20250103X+sp
U_9641539,C_course-v1:TsinghuaX+80240372X+2019_T1
U_8157876,C_course-v1:TsinghuaX+30640014X+sp
U_10524992,C_course-v1:TsinghuaX+00612642X+sp
U_10524993,C_course-v1:TsinghuaX+30700313X+sp
U_10524990,C_course-v1:TsinghuaX+81020142X+sp
U_10524991,C_course-v1:KMUSTX+8209001+sp
U_7171268,C_course-v1:TsinghuaX+00740123_X+sp
U_8846599,C_course-v1:TsinghuaX+Thesis2018+sp
U_8997221,C_course-v1:TsinghuaX+80590952X+sp
U_8997225,C_course-v1:TsinghuaX+60700052X+2019_T2
U_665872,C_course-v1:TsinghuaX+10421094X_2015_2+sp
U_10038774,C_course-v1:TsinghuaX+30640014X+sp
U_10038770,C_course-v1:TsinghuaX+10610224X+sp
U_10023882,C_course-v1:TsinghuaX+20220332X+2019_T1
U_10940301,C_course-v1:XJTU+CHEM330109+2019_T1
U_7880421,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_9497214,C_course-v1:TsinghuaX+30240184+sp
U_7585828,C_course-v1:TsinghuaX+TSINGHUA107+sp
U_10219315,C_course-v1:TsinghuaX+30240184+sp
U_697798,C_course-v1:TsinghuaX+30240243X+sp
U_8385229,C_course-v1:MITx+6_00_1x+sp
U_10349452,C_course-v1:TsinghuaX+20350033X+sp
U_10419928,C_course-v1:TsinghuaX+30700313X+sp
U_7849181,C_course-v1:TsinghuaX+80000901X_2+sp
U_10528609,C_course-v1:TsinghuaX+00510888X+2019_T1
U_2985349,C_course-v1:TsinghuaX+20430064X+sp
U_7026569,C_course-v1:TsinghuaX+20250064X+sp
U_8001558,C_course-v1:SCUT+145033+sp
U_10046769,C_course-v1:CSU+20180918X+2018_T2
U_6452271,C_course-v1:TsinghuaX+10620204X+2019_T1
U_10956556,C_course-v1:TsinghuaX+10421075X+2019_T1
U_7210974,C_course-v1:TsinghuaX+20120143X+sp
U_8058277,C_course-v1:TsinghuaX+30640014X+sp
U_11168778,C_course-v1:HNU+GE14068+2019_T1
U_8123707,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp
U_8123701,C_course-v1:MITx+6_00_1x+sp
U_8549979,C_course-v1:TsinghuaX+00612642X+sp
U_9088814,C_course-v1:TsinghuaX+00690863X+sp
U_9640588,C_course-v1:TsinghuaX+00740043_1x+2019_T1
U_10525929,C_course-v1:TsinghuaX+10610193X+sp
U_9316930,C_course-v1:TsinghuaX+90640012X+sp
U_8849760,C_course-v1:NUDT+125205501+sp
U_8794449,C_course-v1:TsinghuaX+TSINGHUA107+sp
U_1584143,C_course-v1:TsinghuaX+THESIS2015X+2015_T1
U_1584145,C_course-v1:TsinghuaX+30240184+sp
U_8794442,C_course-v1:TsinghuaX+20220053X_2015_T2+sp
U_8407378,C_course-v1:MITx+6_00_1x+sp
U_6471914,C_course-v1:BIT+PHY1701702+sp
U_8407377,C_course-v1:TsinghuaX+30640014X+sp
U_8540483,C_course-v1:JXUST+JXUST2016001+2016_T2
U_9866758,C_course-v1:HEBNU+2017011901X+sp
U_11943048,C_course-v1:RiceX+BIOC372_1x+sp
U_1086165,C_course-v1:TsinghuaX+10610224X+sp
U_8355352,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_9594418,C_course-v1:TsinghuaX+20220332X+sp
U_2618861,C_course-v1:SPI+40281x+sp
U_11520681,C_course-v1:CSU+25071011201+2019_T1
U_8417109,C_course-v1:CUNY+20171211001+sp
U_4441491,C_course-v1:TsinghuaX+10610224X+2019_T1
U_4441494,C_course-v1:TsinghuaX+00690092X+sp
U_7518617,C_course-v1:TsinghuaX+30240184+sp
U_10735594,C_course-v1:TsinghuaX+30240243X+sp
U_9351382,C_course-v1:TsinghuaX+90640012X+sp
U_9826887,C_course-v1:TsinghuaX+30240243X+sp
U_2937052,C_course-v1:TsinghuaX+30240184_2X+sp
U_700497,C_course-v1:TsinghuaX+80000901X_1+sp
